,Experiment,Participant_ID,Participant_Number,Trial_Number,Triplet_ID,Observation_Phase,Response_Phase,Atomic_Choice,Description,Symbol,Color_Fill,Color_Line,Avatar_Pic,Avatar_Type,Avatar_SO,Avatar,Choice,Cs,Co,Rs,Ro,As_OP,Ao_OP,Bs_OP,Bo_OP,As_RP,Ao_RP,Bs_RP,Bo_RP,Sure_Thing,PDS_Choice,PDO_Choice,OD_Choice,PDS_OP,PDO_OP,OD_A_OP,PDS_RP,PDO_RP,OD_A_RP,OD_B_OP,OD_B_RP,Absolute_Total_OP,Absolute_Total_RP,Choice_Degrees,A_Degrees,B_Degrees,Conflict_Pred_Sim,OD_Pred_Sim,Trial_order,Trial_order_segment,Triplet_Order,Vertical_Position,RightSideUpDown,Key_Press,Prediction,Prediction_RT,Betting_Choice,Betting_RT,Response_Combo,Prediction_Combo,Betting_Combo,Betting_Rationality,Betting_Probability,Subjective_Probability,Subjective_Prob_Range,Subjective_Prob_Bits,Catch,Caught,Instruction_Time,Instruction_Answers,Missed_Instruction_Qs,MM/DD/YYYY,Trust1,Trust2,Cheat,Donate
3413,2,2539kma,22,54,18,Win-win vs Malicious,Aligned,Win-win,"Selfish Avatar:<br>Value for Self: 1<br>Value for Other: 0<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (5, 4) - Win-win<br>Reject:   (1, 2) - Malicious<br><br>Response Phase<br>Win-win vs Malicious:<br>Table A: (5, 5)<br>Table B: (1, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 4, <br>Payoff Difference Other: 2, <br>Outcome Disparity: 1",square-cross,"hsla(26, 65%, 70%, 0.85)","hsla(26, 65%, 50%, 0.85)",Yellow Hourglass,Selfish Avatar,"(1, 0)",2,0,5,4,1,2,5,4,1,2,5,5,1,1,4,4,2,1,4,2,1,4,4,0,-1,0,12,12,26.57,45.0,225.0,0.0872,0.5,19,2,1,"""01""",UD,ZJ,1,1.141,1,0.097,AO,OOO,BBB,1,1.0,1.0,"[0,0,0,4]",2,0,0,462,FFTTFFTF,1,03/24/2022,ABDC,ABCD,DBCA,ACBD
3414,2,2539kma,22,55,19,Win-win vs Malicious,Borderline,Win-win,"Selfish Avatar:<br>Value for Self: 1<br>Value for Other: 0<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (5, 4) - Win-win<br>Reject:   (1, 2) - Malicious<br><br>Response Phase<br>Benevolent vs Sadistic:<br>Table A: (3, 5)<br>Table B: (3, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 4, <br>Payoff Difference Other: 2, <br>Outcome Disparity: 1",square,"hsla(26, 65%, 70%, 0.85)","hsla(26, 65%, 50%, 0.85)",Yellow Hourglass,Selfish Avatar,"(1, 0)",2,0,5,4,1,2,5,4,1,2,3,5,3,1,2,4,2,1,4,2,1,0,4,-2,-1,2,12,12,26.57,90.0,270.0,0.2078,0.75,119,8,1,"""11""",DD,ZJ,1,1.014,1,0.628,AO,OOO,BBH,1,0.667,0.833,"[0,0,2,2]",1,0,0,462,FFTTFFTF,1,03/24/2022,ABDC,ABCD,DBCA,ACBD
3415,2,2539kma,22,56,19,Win-win vs Malicious,Borderline,Win-win,"Selfish Avatar:<br>Value for Self: 1<br>Value for Other: 0<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (5, 4) - Win-win<br>Reject:   (1, 2) - Malicious<br><br>Response Phase<br>Benevolent vs Sadistic:<br>Table A: (3, 5)<br>Table B: (3, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 4, <br>Payoff Difference Other: 2, <br>Outcome Disparity: 1",square,"hsla(26, 65%, 70%, 0.85)","hsla(26, 65%, 50%, 0.85)",Yellow Hourglass,Selfish Avatar,"(1, 0)",2,0,5,4,1,2,5,4,1,2,3,5,3,1,3,4,2,1,4,2,1,0,4,-2,-1,2,12,12,26.57,90.0,270.0,0.2078,0.75,143,9,2,"""01""",UD,ZJ,1,2.257,1,0.691,AO,OOO,BBH,1,0.667,0.833,"[0,0,2,2]",1,0,0,462,FFTTFFTF,1,03/24/2022,ABDC,ABCD,DBCA,ACBD
3416,2,2539kma,22,57,19,Win-win vs Malicious,Borderline,Win-win,"Selfish Avatar:<br>Value for Self: 1<br>Value for Other: 0<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (5, 4) - Win-win<br>Reject:   (1, 2) - Malicious<br><br>Response Phase<br>Benevolent vs Sadistic:<br>Table A: (3, 5)<br>Table B: (3, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 4, <br>Payoff Difference Other: 2, <br>Outcome Disparity: 1",square,"hsla(26, 65%, 70%, 0.85)","hsla(26, 65%, 50%, 0.85)",Yellow Hourglass,Selfish Avatar,"(1, 0)",2,0,5,4,1,2,5,4,1,2,3,5,3,1,4,4,2,1,4,2,1,0,4,-2,-1,2,12,12,26.57,90.0,270.0,0.2078,0.75,158,10,3,"""01""",UD,ZK,1,1.797,0,0.751,EO,OOO,BBH,1,0.667,0.667,"[0,0,4,0]",2,0,0,462,FFTTFFTF,1,03/24/2022,ABDC,ABCD,DBCA,ACBD
3417,2,2539kma,22,58,20,Win-win vs Malicious,Conflicted,Win-win,"Selfish Avatar:<br>Value for Self: 1<br>Value for Other: 0<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (5, 4) - Win-win<br>Reject:   (1, 2) - Malicious<br><br>Response Phase<br>Helpful vs Selfish:<br>Table A: (1, 5)<br>Table B: (5, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 4, <br>Payoff Difference Other: 2, <br>Outcome Disparity: 1",square-x,"hsla(26, 65%, 70%, 0.85)","hsla(26, 65%, 50%, 0.85)",Yellow Hourglass,Selfish Avatar,"(1, 0)",2,0,5,4,1,2,5,4,1,2,1,5,5,1,2,4,2,1,4,2,1,-4,4,-4,-1,4,12,12,26.57,135.0,315.0,0.7261,0.375,131,9,3,"""10""",DD,ZJ,0,0.815,1,0.318,AT,PPP,HBB,0,0.5,0.333,"[0,4,0,0]",2,0,0,462,FFTTFFTF,1,03/24/2022,ABDC,ABCD,DBCA,ACBD
3418,2,2539kma,22,59,20,Win-win vs Malicious,Conflicted,Win-win,"Selfish Avatar:<br>Value for Self: 1<br>Value for Other: 0<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (5, 4) - Win-win<br>Reject:   (1, 2) - Malicious<br><br>Response Phase<br>Helpful vs Selfish:<br>Table A: (1, 5)<br>Table B: (5, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 4, <br>Payoff Difference Other: 2, <br>Outcome Disparity: 1",square-x,"hsla(26, 65%, 70%, 0.85)","hsla(26, 65%, 50%, 0.85)",Yellow Hourglass,Selfish Avatar,"(1, 0)",2,0,5,4,1,2,5,4,1,2,1,5,5,1,3,4,2,1,4,2,1,-4,4,-4,-1,4,12,12,26.57,135.0,315.0,0.7261,0.375,35,3,2,"""11""",DU,AJ,0,1.555,1,0.817,AT,PPP,HBB,0,0.5,0.5,"[1,1,1,1]",0,0,0,462,FFTTFFTF,1,03/24/2022,ABDC,ABCD,DBCA,ACBD
3419,2,2539kma,22,60,20,Win-win vs Malicious,Conflicted,Win-win,"Selfish Avatar:<br>Value for Self: 1<br>Value for Other: 0<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (5, 4) - Win-win<br>Reject:   (1, 2) - Malicious<br><br>Response Phase<br>Helpful vs Selfish:<br>Table A: (1, 5)<br>Table B: (5, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 4, <br>Payoff Difference Other: 2, <br>Outcome Disparity: 1",square-x,"hsla(26, 65%, 70%, 0.85)","hsla(26, 65%, 50%, 0.85)",Yellow Hourglass,Selfish Avatar,"(1, 0)",2,0,5,4,1,2,5,4,1,2,1,5,5,1,4,4,2,1,4,2,1,-4,4,-4,-1,4,12,12,26.57,135.0,315.0,0.7261,0.375,29,2,1,"""01""",UU,AK,0,0.535,0,0.782,ET,PPP,HBB,0,0.5,0.167,"[2,2,0,0]",1,0,0,462,FFTTFFTF,1,03/24/2022,ABDC,ABCD,DBCA,ACBD
3420,2,2539kma,22,61,21,Win-win vs Malicious,Borderline,Win-win,"Selfish Avatar:<br>Value for Self: 1<br>Value for Other: 0<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (4, 5) - Win-win<br>Reject:   (2, 1) - Malicious<br><br>Response Phase<br>Gainful vs Masochistic:<br>Table A: (5, 3)<br>Table B: (1, 3)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 2, <br>Payoff Difference Other: 4, <br>Outcome Disparity: -1",square,"hsla(63, 65%, 70%, 0.85)","hsla(63, 65%, 50%, 0.85)",Yellow Hourglass,Selfish Avatar,"(1, 0)",2,0,4,5,2,1,4,5,2,1,5,3,1,3,2,2,4,-1,2,4,-1,4,0,2,1,-2,12,12,63.43,0.0,180.0,0.35,0.75,67,5,1,"""10""",DU,AJ,1,0.865,1,0.153,AO,OOO,BHH,1,0.333,0.833,"[0,0,2,2]",1,1,0,462,FFTTFFTF,1,03/24/2022,ABDC,ABCD,DBCA,ACBD
3421,2,2539kma,22,62,21,Win-win vs Malicious,Borderline,Win-win,"Selfish Avatar:<br>Value for Self: 1<br>Value for Other: 0<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (4, 5) - Win-win<br>Reject:   (2, 1) - Malicious<br><br>Response Phase<br>Gainful vs Masochistic:<br>Table A: (5, 3)<br>Table B: (1, 3)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 2, <br>Payoff Difference Other: 4, <br>Outcome Disparity: -1",square,"hsla(63, 65%, 70%, 0.85)","hsla(63, 65%, 50%, 0.85)",Yellow Hourglass,Selfish Avatar,"(1, 0)",2,0,4,5,2,1,4,5,2,1,5,3,1,3,3,2,4,-1,2,4,-1,4,0,2,1,-2,12,12,63.43,0.0,180.0,0.35,0.75,109,7,3,"""10""",DU,AK,1,1.966,0,0.781,EO,OOO,BHH,1,0.333,0.5,"[1,1,1,1]",0,0,0,462,FFTTFFTF,1,03/24/2022,ABDC,ABCD,DBCA,ACBD
3422,2,2539kma,22,63,21,Win-win vs Malicious,Borderline,Win-win,"Selfish Avatar:<br>Value for Self: 1<br>Value for Other: 0<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (4, 5) - Win-win<br>Reject:   (2, 1) - Malicious<br><br>Response Phase<br>Gainful vs Masochistic:<br>Table A: (5, 3)<br>Table B: (1, 3)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 2, <br>Payoff Difference Other: 4, <br>Outcome Disparity: -1",square,"hsla(63, 65%, 70%, 0.85)","hsla(63, 65%, 50%, 0.85)",Yellow Hourglass,Selfish Avatar,"(1, 0)",2,0,4,5,2,1,4,5,2,1,5,3,1,3,4,2,4,-1,2,4,-1,4,0,2,1,-2,12,12,63.43,0.0,180.0,0.35,0.75,107,7,2,"""11""",DD,ZK,1,0.866,0,0.686,EO,OOO,BHH,1,0.333,0.667,"[0,0,4,0]",2,1,0,462,FFTTFFTF,1,03/24/2022,ABDC,ABCD,DBCA,ACBD
3423,2,2539kma,22,64,22,Win-win vs Malicious,Aligned,Win-win,"Selfish Avatar:<br>Value for Self: 1<br>Value for Other: 0<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (4, 5) - Win-win<br>Reject:   (2, 1) - Malicious<br><br>Response Phase<br>Win-win vs Malicious:<br>Table A: (5, 5)<br>Table B: (1, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 2, <br>Payoff Difference Other: 4, <br>Outcome Disparity: -1",square-cross,"hsla(63, 65%, 70%, 0.85)","hsla(63, 65%, 50%, 0.85)",Yellow Hourglass,Selfish Avatar,"(1, 0)",2,0,4,5,2,1,4,5,2,1,5,5,1,1,2,2,4,-1,2,4,-1,4,4,0,1,0,12,12,63.43,45.0,225.0,0.1,0.5,105,7,2,"""00""",UU,AJ,1,0.809,1,0.311,AO,OOO,BBH,1,0.667,0.833,"[0,0,2,2]",1,0,0,462,FFTTFFTF,1,03/24/2022,ABDC,ABCD,DBCA,ACBD
3424,2,2539kma,22,65,22,Win-win vs Malicious,Aligned,Win-win,"Selfish Avatar:<br>Value for Self: 1<br>Value for Other: 0<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (4, 5) - Win-win<br>Reject:   (2, 1) - Malicious<br><br>Response Phase<br>Win-win vs Malicious:<br>Table A: (5, 5)<br>Table B: (1, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 2, <br>Payoff Difference Other: 4, <br>Outcome Disparity: -1",square-cross,"hsla(63, 65%, 70%, 0.85)","hsla(63, 65%, 50%, 0.85)",Yellow Hourglass,Selfish Avatar,"(1, 0)",2,0,4,5,2,1,4,5,2,1,5,5,1,1,3,2,4,-1,2,4,-1,4,4,0,1,0,12,12,63.43,45.0,225.0,0.1,0.5,65,5,1,"""11""",DD,ZJ,1,1.279,1,0.313,AO,OOO,BBH,1,0.667,0.833,"[0,0,2,2]",1,0,0,462,FFTTFFTF,1,03/24/2022,ABDC,ABCD,DBCA,ACBD
3425,2,2539kma,22,66,22,Win-win vs Malicious,Aligned,Win-win,"Selfish Avatar:<br>Value for Self: 1<br>Value for Other: 0<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (4, 5) - Win-win<br>Reject:   (2, 1) - Malicious<br><br>Response Phase<br>Win-win vs Malicious:<br>Table A: (5, 5)<br>Table B: (1, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 2, <br>Payoff Difference Other: 4, <br>Outcome Disparity: -1",square-cross,"hsla(63, 65%, 70%, 0.85)","hsla(63, 65%, 50%, 0.85)",Yellow Hourglass,Selfish Avatar,"(1, 0)",2,0,4,5,2,1,4,5,2,1,5,5,1,1,4,2,4,-1,2,4,-1,4,4,0,1,0,12,12,63.43,45.0,225.0,0.1,0.5,151,10,3,"""11""",DD,ZK,1,0.852,0,1.091,EO,OOO,BBH,1,0.667,0.667,"[0,0,4,0]",2,0,0,462,FFTTFFTF,1,03/24/2022,ABDC,ABCD,DBCA,ACBD
3426,2,2539kma,22,67,23,Win-win vs Malicious,Borderline,Win-win,"Selfish Avatar:<br>Value for Self: 1<br>Value for Other: 0<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (4, 5) - Win-win<br>Reject:   (2, 1) - Malicious<br><br>Response Phase<br>Benevolent vs Sadistic:<br>Table A: (3, 5)<br>Table B: (3, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 2, <br>Payoff Difference Other: 4, <br>Outcome Disparity: -1",square,"hsla(63, 65%, 70%, 0.85)","hsla(63, 65%, 50%, 0.85)",Yellow Hourglass,Selfish Avatar,"(1, 0)",2,0,4,5,2,1,4,5,2,1,3,5,3,1,2,2,4,-1,2,4,-1,0,4,-2,1,2,12,12,63.43,90.0,270.0,0.1154,0.25,89,6,2,"""00""",UU,AJ,1,1.1,1,0.773,AO,POO,HBH,0,0.5,0.833,"[0,0,2,2]",1,0,0,462,FFTTFFTF,1,03/24/2022,ABDC,ABCD,DBCA,ACBD
3427,2,2539kma,22,68,23,Win-win vs Malicious,Borderline,Win-win,"Selfish Avatar:<br>Value for Self: 1<br>Value for Other: 0<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (4, 5) - Win-win<br>Reject:   (2, 1) - Malicious<br><br>Response Phase<br>Benevolent vs Sadistic:<br>Table A: (3, 5)<br>Table B: (3, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 2, <br>Payoff Difference Other: 4, <br>Outcome Disparity: -1",square,"hsla(63, 65%, 70%, 0.85)","hsla(63, 65%, 50%, 0.85)",Yellow Hourglass,Selfish Avatar,"(1, 0)",2,0,4,5,2,1,4,5,2,1,3,5,3,1,3,2,4,-1,2,4,-1,0,4,-2,1,2,12,12,63.43,90.0,270.0,0.1154,0.25,100,7,3,"""00""",UU,AK,1,2.195,0,1.453,EO,POO,HBH,0,0.5,0.5,"[1,1,1,1]",0,0,0,462,FFTTFFTF,1,03/24/2022,ABDC,ABCD,DBCA,ACBD
3428,2,2539kma,22,69,23,Win-win vs Malicious,Borderline,Win-win,"Selfish Avatar:<br>Value for Self: 1<br>Value for Other: 0<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (4, 5) - Win-win<br>Reject:   (2, 1) - Malicious<br><br>Response Phase<br>Benevolent vs Sadistic:<br>Table A: (3, 5)<br>Table B: (3, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 2, <br>Payoff Difference Other: 4, <br>Outcome Disparity: -1",square,"hsla(63, 65%, 70%, 0.85)","hsla(63, 65%, 50%, 0.85)",Yellow Hourglass,Selfish Avatar,"(1, 0)",2,0,4,5,2,1,4,5,2,1,3,5,3,1,4,2,4,-1,2,4,-1,0,4,-2,1,2,12,12,63.43,90.0,270.0,0.8846,0.75,20,2,1,"""01""",UU,AK,0,5.719,0,1.548,ET,POO,HBH,0,0.5,0.167,"[2,2,0,0]",1,0,0,462,FFTTFFTF,1,03/24/2022,ABDC,ABCD,DBCA,ACBD
3429,2,2539kma,22,70,24,Win-win vs Malicious,Conflicted,Win-win,"Selfish Avatar:<br>Value for Self: 1<br>Value for Other: 0<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (4, 5) - Win-win<br>Reject:   (2, 1) - Malicious<br><br>Response Phase<br>Helpful vs Selfish:<br>Table A: (1, 5)<br>Table B: (5, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 2, <br>Payoff Difference Other: 4, <br>Outcome Disparity: -1",square-x,"hsla(63, 65%, 70%, 0.85)","hsla(63, 65%, 50%, 0.85)",Yellow Hourglass,Selfish Avatar,"(1, 0)",2,0,4,5,2,1,4,5,2,1,1,5,5,1,2,2,4,-1,2,4,-1,-4,4,-4,1,4,12,12,63.43,135.0,315.0,0.7778,0.625,129,9,3,"""10""",DD,ZJ,0,1.8,1,0.571,AT,PPP,HBB,0,0.5,0.333,"[0,4,0,0]",2,0,0,462,FFTTFFTF,1,03/24/2022,ABDC,ABCD,DBCA,ACBD
3430,2,2539kma,22,71,24,Win-win vs Malicious,Conflicted,Win-win,"Selfish Avatar:<br>Value for Self: 1<br>Value for Other: 0<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (4, 5) - Win-win<br>Reject:   (2, 1) - Malicious<br><br>Response Phase<br>Helpful vs Selfish:<br>Table A: (1, 5)<br>Table B: (5, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 2, <br>Payoff Difference Other: 4, <br>Outcome Disparity: -1",square-x,"hsla(63, 65%, 70%, 0.85)","hsla(63, 65%, 50%, 0.85)",Yellow Hourglass,Selfish Avatar,"(1, 0)",2,0,4,5,2,1,4,5,2,1,1,5,5,1,3,2,4,-1,2,4,-1,-4,4,-4,1,4,12,12,63.43,135.0,315.0,0.7778,0.625,68,5,2,"""10""",DD,ZJ,0,1.934,1,0.511,AT,PPP,HBB,0,0.5,0.5,"[1,1,1,1]",0,0,0,462,FFTTFFTF,1,03/24/2022,ABDC,ABCD,DBCA,ACBD
3431,2,2539kma,22,72,24,Win-win vs Malicious,Conflicted,Win-win,"Selfish Avatar:<br>Value for Self: 1<br>Value for Other: 0<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (4, 5) - Win-win<br>Reject:   (2, 1) - Malicious<br><br>Response Phase<br>Helpful vs Selfish:<br>Table A: (1, 5)<br>Table B: (5, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 2, <br>Payoff Difference Other: 4, <br>Outcome Disparity: -1",square-x,"hsla(63, 65%, 70%, 0.85)","hsla(63, 65%, 50%, 0.85)",Yellow Hourglass,Selfish Avatar,"(1, 0)",2,0,4,5,2,1,4,5,2,1,1,5,5,1,4,2,4,-1,2,4,-1,-4,4,-4,1,4,12,12,63.43,135.0,315.0,0.7778,0.625,21,2,1,"""00""",UD,ZK,0,1.785,0,3.223,ET,PPP,HBB,0,0.5,0.167,"[2,2,0,0]",1,0,0,462,FFTTFFTF,1,03/24/2022,ABDC,ABCD,DBCA,ACBD
3432,2,2539kma,22,73,25,Helpful vs Selfish,Borderline,Selfish,"Selfish Avatar:<br>Value for Self: 1<br>Value for Other: 0<br><br>Observation Phase<br>Helpful vs Selfish:<br>Choice:  (5, 2) - Selfish<br>Reject:   (1, 4) - Helpful<br><br>Response Phase<br>Gainful vs Masochistic:<br>Table A: (5, 3)<br>Table B: (1, 3)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 4, <br>Payoff Difference Other: -2, <br>Outcome Disparity: 3",square,"hsla(296, 65%, 70%, 0.85)","hsla(296, 65%, 50%, 0.85)",Yellow Hourglass,Selfish Avatar,"(1, 0)",2,1,5,2,1,4,1,4,5,2,5,3,1,3,2,4,-2,3,-4,2,-3,4,0,2,3,-2,12,12,296.57,0.0,180.0,0.7184,0.1667,125,8,2,"""00""",UU,AJ,1,0.928,1,0.223,AO,OOO,BBH,1,0.667,0.833,"[0,0,2,2]",1,1,0,462,FFTTFFTF,1,03/24/2022,ABDC,ABCD,DBCA,ACBD
3433,2,2539kma,22,74,25,Helpful vs Selfish,Borderline,Selfish,"Selfish Avatar:<br>Value for Self: 1<br>Value for Other: 0<br><br>Observation Phase<br>Helpful vs Selfish:<br>Choice:  (5, 2) - Selfish<br>Reject:   (1, 4) - Helpful<br><br>Response Phase<br>Gainful vs Masochistic:<br>Table A: (5, 3)<br>Table B: (1, 3)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 4, <br>Payoff Difference Other: -2, <br>Outcome Disparity: 3",square,"hsla(296, 65%, 70%, 0.85)","hsla(296, 65%, 50%, 0.85)",Yellow Hourglass,Selfish Avatar,"(1, 0)",2,1,5,2,1,4,1,4,5,2,5,3,1,3,3,4,-2,3,-4,2,-3,4,0,2,3,-2,12,12,296.57,0.0,180.0,0.7184,0.1667,60,4,1,"""11""",DD,ZJ,1,0.902,1,0.294,AO,OOO,BBH,1,0.667,0.833,"[0,0,2,2]",1,0,0,462,FFTTFFTF,1,03/24/2022,ABDC,ABCD,DBCA,ACBD
3434,2,2539kma,22,75,25,Helpful vs Selfish,Borderline,Selfish,"Selfish Avatar:<br>Value for Self: 1<br>Value for Other: 0<br><br>Observation Phase<br>Helpful vs Selfish:<br>Choice:  (5, 2) - Selfish<br>Reject:   (1, 4) - Helpful<br><br>Response Phase<br>Gainful vs Masochistic:<br>Table A: (5, 3)<br>Table B: (1, 3)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 4, <br>Payoff Difference Other: -2, <br>Outcome Disparity: 3",square,"hsla(296, 65%, 70%, 0.85)","hsla(296, 65%, 50%, 0.85)",Yellow Hourglass,Selfish Avatar,"(1, 0)",2,1,5,2,1,4,1,4,5,2,5,3,1,3,4,4,-2,3,-4,2,-3,4,0,2,3,-2,12,12,296.57,0.0,180.0,0.7184,0.1667,147,10,3,"""00""",UU,AK,1,1.097,0,0.76,EO,OOO,BBH,1,0.667,0.667,"[0,0,4,0]",2,1,0,462,FFTTFFTF,1,03/24/2022,ABDC,ABCD,DBCA,ACBD
3435,2,2539kma,22,76,26,Helpful vs Selfish,Aligned,Selfish,"Selfish Avatar:<br>Value for Self: 1<br>Value for Other: 0<br><br>Observation Phase<br>Helpful vs Selfish:<br>Choice:  (5, 2) - Selfish<br>Reject:   (1, 4) - Helpful<br><br>Response Phase<br>Win-win vs Malicious:<br>Table A: (5, 5)<br>Table B: (1, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 4, <br>Payoff Difference Other: -2, <br>Outcome Disparity: 3",square-cross,"hsla(296, 65%, 70%, 0.85)","hsla(296, 65%, 50%, 0.85)",Yellow Hourglass,Selfish Avatar,"(1, 0)",2,1,5,2,1,4,1,4,5,2,5,5,1,1,2,4,-2,3,-4,2,-3,4,4,0,3,0,12,12,296.57,45.0,225.0,0.7795,0.5,46,3,2,"""10""",DU,AJ,1,0.567,1,0.32,AO,OOO,BBB,1,1.0,0.833,"[0,0,2,2]",1,0,0,462,FFTTFFTF,1,03/24/2022,ABDC,ABCD,DBCA,ACBD
3436,2,2539kma,22,77,26,Helpful vs Selfish,Aligned,Selfish,"Selfish Avatar:<br>Value for Self: 1<br>Value for Other: 0<br><br>Observation Phase<br>Helpful vs Selfish:<br>Choice:  (5, 2) - Selfish<br>Reject:   (1, 4) - Helpful<br><br>Response Phase<br>Win-win vs Malicious:<br>Table A: (5, 5)<br>Table B: (1, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 4, <br>Payoff Difference Other: -2, <br>Outcome Disparity: 3",square-cross,"hsla(296, 65%, 70%, 0.85)","hsla(296, 65%, 50%, 0.85)",Yellow Hourglass,Selfish Avatar,"(1, 0)",2,1,5,2,1,4,1,4,5,2,5,5,1,1,3,4,-2,3,-4,2,-3,4,4,0,3,0,12,12,296.57,45.0,225.0,0.7795,0.5,116,8,3,"""01""",UD,ZJ,1,2.626,1,0.203,AO,OOO,BBB,1,1.0,0.833,"[0,0,2,2]",1,0,0,462,FFTTFFTF,1,03/24/2022,ABDC,ABCD,DBCA,ACBD
3437,2,2539kma,22,78,26,Helpful vs Selfish,Aligned,Selfish,"Selfish Avatar:<br>Value for Self: 1<br>Value for Other: 0<br><br>Observation Phase<br>Helpful vs Selfish:<br>Choice:  (5, 2) - Selfish<br>Reject:   (1, 4) - Helpful<br><br>Response Phase<br>Win-win vs Malicious:<br>Table A: (5, 5)<br>Table B: (1, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 4, <br>Payoff Difference Other: -2, <br>Outcome Disparity: 3",square-cross,"hsla(296, 65%, 70%, 0.85)","hsla(296, 65%, 50%, 0.85)",Yellow Hourglass,Selfish Avatar,"(1, 0)",2,1,5,2,1,4,1,4,5,2,5,5,1,1,4,4,-2,3,-4,2,-3,4,4,0,3,0,12,12,296.57,45.0,225.0,0.7795,0.5,9,1,1,"""10""",DU,AJ,1,1.651,1,0.184,AO,OOO,BBB,1,1.0,1.0,"[0,0,0,4]",2,0,0,462,FFTTFFTF,1,03/24/2022,ABDC,ABCD,DBCA,ACBD
3438,2,2539kma,22,79,27,Helpful vs Selfish,Borderline,Selfish,"Selfish Avatar:<br>Value for Self: 1<br>Value for Other: 0<br><br>Observation Phase<br>Helpful vs Selfish:<br>Choice:  (5, 2) - Selfish<br>Reject:   (1, 4) - Helpful<br><br>Response Phase<br>Benevolent vs Sadistic:<br>Table A: (3, 5)<br>Table B: (3, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 4, <br>Payoff Difference Other: -2, <br>Outcome Disparity: 3",square,"hsla(296, 65%, 70%, 0.85)","hsla(296, 65%, 50%, 0.85)",Yellow Hourglass,Selfish Avatar,"(1, 0)",2,1,5,2,1,4,1,4,5,2,3,5,3,1,2,4,-2,3,-4,2,-3,0,4,-2,3,2,12,12,296.57,90.0,270.0,0.1121,0.1667,53,4,1,"""10""",DD,ZJ,0,1.746,1,0.954,AT,PPO,BHH,1,0.333,0.333,"[0,4,0,0]",2,0,0,462,FFTTFFTF,1,03/24/2022,ABDC,ABCD,DBCA,ACBD
